num,user_id,user_name,datetime,business_id,business_name,text
1756,DnMbMfp3dZ_tJMp5WRGe9Q,Vanessa H.,24/1/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"  Bakehouse! Where      en all th  time. So many things I love about th  place, I don't even know where   start!

When   enter   Bakehouse,   feel as though  've  en transported back in time, straight in    k chen/living room of a 's housewife. From   decor     music,   all matches    me. Some of   staff even go along w h  ; one of   women (which I think     owner)   always dressed   styled as though she comes straight out of   movie 'Grease'. In General,   staff  re   really friendly   attentive, which adds     lovely feel of   place.

As for   food,  sides Breakfast during   week   Brunch on   Weekends,  y   serve Dinner Thu   Sat. I've only  en  re for Breakfast   Brunch, but I would assume that   food  y serve for dinner   just as tasty.

So how     food? DE L H.  y   a ra r small, but well balanced menu. From pancakes   Salads, Pota  Farls   S wiches    re's something for everyone   every appet e.  , all of  ir S wiches   served on  ir own, freshly baked bread. Depending on  r mood,   can     as a ""Doormat"" Version (thinly sliced bread) or   ""Doorstep""   thick slices of delicious, homemade bread w h a crunchy crust.   portions   generous     prices   very reasonable   defin ely great value for money. If after  r savory s wich   feel like sat fying  r sweet  oth,   Bakehouse provides a wide selection of delicious cakes   muffins. On  p of that,   can    ir freshly baked bread   take away.

Th  has  come one of my favor e brunch   coffee spots, so if   fancy having some hearty food in   midst of Dublin, I suggest   give th  place a try!"
1757,zDMc1J4P2XxeXHoaUyESGA,Alex D.,28/4/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Th  place   seriously good. Seriously.

  Bakehouse has  come my Saturday brunch treat     sausage s wich   incredible     every time I go  re I leave feeling happy   fulfilled (not many places   can say that about!).  y bake all  ir own bread   cakes(delicious), make  ir own chutneys/spreads (yes,  y're delicious  o),   just   qual y stuff on   menu in general    's all bloody delicious, ok? I love  .     coffee   good.     staff mem rs   all friendly.    re's a great s feel     place, colourful tiling, flowers on tables, rolling pins stuck     wall, open hatch in    k chen/bakery   ah,  's lovely.

Well, that turned in  some  ckett esque stream of consciousness, but       idea. Go     Bakehouse immediately."
1758,ztGtoOtbK4DRtzzrlxWvoQ,Serge L.,17/2/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Fresh squeeze juice, a hearty breakfast s wiches   delicious coffee   what won me over at   Bakehouse.    space   small, but   service   friendly     food (especially   bread)   really qu e good.  

I'd recommend   Bacon Buttie (Ir h back bacon served w h a fried egg
  Bakehouse  ma  rel h on bakehouse bloomer bread).  Out of th  world."
1759,sYAB15KDXjAVVzNwwTXq9w,Jake M.,20/5/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Decent food service was  tter which   a saving grace for th  joint wouldn't recommend    re    tter options in Dublin.     ef pie was mediocre at  st.  My wife's s wich was decent salad side was good.  Three stars from me   not terrible just means  tter out that way.
1760,3IlPhSRhYi_HQg9kLH0pzw,Mike S.,13/9/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"V  ing here from years,   Bakehouse   my usual place for weekend brunches,. loved   way food   served here, staff   very pol e & humble    y serve food w h very generos y"
1761,nXKBQcOZ0NgHWBsLWoZLeg,Marc S.,21/9/2011,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"We stumbled upon th  small bakery in  search of something nice, trying not   fall in  one of    ur t traps which   scattered across that  a of Dublin.

  doesn't look pretty at first h , but I think Annie L.'s description, ""  interior   a homage   everything 's housewife style but w h a quirky tw t, like rolling pins affixed in a pattern     wall. Lots of  autiful tiling"" nails  .

    short,   food   just fantastic   fresh, tasty, h made.   staff   extremely friendly."
1762,OKb9efElW-pD0dsQvPErYA,Cristin L.,21/12/2011,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I'd not heard of   Bakehouse  fore   Chr tmas El e event was organ ed but now that I've here, I am a big fan.

  decor   homely   warm.   staff friendly   very attentive.

  food really impressed, nothing d appointed.   mini stew at   start warmed   cockles.  n  ir open s wiches showed   qual y of  ir meats. Corned  ef   turkey were   st outs for me, very yummy. For dessert we had a medley of most of   sweet things   Bakehouse   on offer    y were divine.

I will defin ely   back here for some grub   will   telling o rs   go  o.

Well done     Bakehouse"
1763,y0tGnk3m_LbNA0S1ZEnuSg,Larry H.,12/7/2018,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Fantastic location along   canal in down wn Dublin. Went for breakfast. Coffee   flat wh e was  st I had in last two weeks in Europe. Service was excellent  super friendly   a great vi . Food was excellent!
1764,x9Zu-w8MrWgvAwrQ6Axrmw,Darragh D.,12/12/2011,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Th  has  come one of my favour e treats for Dublin, due   qual y food, friendly staff   a dessert collection   rival any pat serie   c    name.

  seating   functional more so that comfortable but   food   very tasty;   tastes healthy   wholesome     served w h c . Any time I've  en   place has  en qu e full   w h a mix of people   I've  en at lunch w h friends, business meetings   events   re   was never d appointed.

  desserts though     cakes   eclairs   absolutely pos ively delicious.   cream eclair particularly.

Highly recommended place   drop in , whe r  's w h a book, a lap p, a friend or a group."
1765,ArrhaIdPJu25Oz8fQ2HYQQ,Derek S.,29/6/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Generally slow service   our order was wrong. Very d appointing for   price   rating.
1766,9VcrV5jmWuqcLj_y0PKAcg,Fiona L.,14/12/2011,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Th  place   fantastic!!! 's nostalgia   a dream for lovers of   's   even more so for lovers of food! Delicious food! delicious decor   delicious staff!!

Delicious place all round."
1767,hBSA8iAu5plTpCX01K-iNA,Mike C.,15/10/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Such a great experience   really really good food!!!  I had    ef & Guinness pie w h mashed pota es   side salad... All was excellent!!  I would come back for dinner but I think  y close after .
1768,_28ppFytgRQB_8s9NelfYQ,Staci R.,19/2/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"We were walking by after a long day of sightseeing   decided   s p in for an afternoon treat. Boy were we glad we did!

On our first v   my fiance had   Oreo muffin   I had   Carrot cake muffin. both were absolutely delicious   we could tell  y were % home made.   place   small, but not  o small     wa resses   pol e   cute.

Our muffins were So good that we ordered an Apple delight   ano r Oreo muffin   take away   prom ed   return   next day.

We came back for lunch   next day   had   Chicken   leek soup, Soup of   day:Broccoli, Roast garlic   lemon basil,   a Roast  ef s wich. Everything was sooooo good   hearty. We ate   all down     last drop including   bread that came w h   soup.

I w h I could take th  place home w h me!"
1769,_HgklL4QngUDjO1DchQUaw,Lisa M.,6/3/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Really liked th  place when I popped in w h my  year old son just  fore Chr tmas.   decor   simple, uncluttered but tasteful.   staff   very friendly   were great w h my son chatting about Santa coming etc. Finally   food was well priced   very tasty presented very nicely.  p marks all round!

Update: went in     Bakehouse for breakfast w h a friend a few months ago.  y don't open till am which    o late in my view. We had wa ed around till opening but when we got through   door   place stank of bleach! Not only was th  unappealing   eat in such surroundings but app ntly   use of bleach in restaurants     prohib ed. We turned around   left.

Need   work on   morning routine guys! O rw e food great as above."
1770,kBRfZ2FlSXOL3nWn-CIbzA,wendy N.,25/7/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Perfect s p for lunch. Corned  ef s wich on home made bread... delicious! But everything looked  o good     true. Super friendly people. Family run. Don't m s  !
1771,#NAME?,Jess W.,8/10/2017,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Food was amazing but   was a l tle tight for seating.  Strongly recommend th  place for brunch although   lunch menu looked pretty good  o!
1772,T_gWVbw2iaRwlkKRh95UOQ,John M.,30/12/2017,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Here from   States w h my son for a Dublin trip on h  birthday.  Jumped in for breakfast.  Great service happy staff   he couldn't s p talking about   skillet breakfast.    had everything!  Even   tea was  p shelf.  But surpr ingly   was   music     atmosphere we most appreciated.  Great place!  Highly recommended.
1773,OvjKqZuWySEBopPNIg2HXw,Thibault F.,31/7/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Very nice spot,  extremely well located.  Amazing cupcakes   a nice service.    brunch menu   especially filing.  Try   soft boiled w h soldiers."
1774,TMcFIG1U47RNx8wwVWM5hA,Elisha C.,8/3/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Lovely fresh baked goods. Apple delight yum! Mocha yum!. Chilled out   relaxed vi .
I was very nosey looking around at o r peoples orders.   baked pota  looked massive   tantalizing.   lady next   me had what looked like a giant bread ball w h a lid   soup inside. Defin ely will pop in for a heftier meal next time!"
1775,x6kU-FdFaUQC-fUzfPVclw,Conor L.,29/3/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I love th  place : )
  staff   friendly,   s wiches   really really good    y even make  ir own bread.     all in   name I guess.   cakes   really good as well. I love   decor, w h   rolling pins on   wall.
Th  place   very well packaged   delivery a really good product.
Two thumbs up : )

Th  place   defin ely on my lunch l t."
1776,B6L089_aV4wNCz0HQaN07w,Burak G.,21/4/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"  was my first time  day, but I will defin ely go again. Really lovely place.   wa resses were very friendly.
I had soup&s wich duo which was very filling. Had   corned  ef s wich which was delicious."
1777,oxEhn-f_zKXZNfGovkDLXg,Anna P.,11/6/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I always wanted   v   th  place. Cute outdoors eating  a   interesting decor acted as a great incentive so I made my move.    was  fore  so looked peaceful   qu e. Enough time     cup of decent coffee. Got two cappuccinos  re.  y were alright, nothing special. Judging by reviews, I should go for food but  overfilled cups w h some spillage on   side in a row got me d couraged for now."
1778,xHervtaDhJw9BStwx4J_7w,Josh Y.,19/8/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I'm gonna say   Ir h bakehouse grill   a must   while in Dublin. I estimate   has about   grams of protein,  grams of fat,    mg of sodium but   an au ntic Ir h brunch that should    r taste buds activated.     about  different kinds of meat (homemade sausage sooo bomb),  eggs, a roasted  ma     ir homemade bread. My latte was excellent as well.   was perfect after a long Friday night.

  staff was very friendly,     baked goods looked delicious, but alas I was  o full   try any. A highlight on my trip for sure,   I can say I've tasted some au ntic Ir h food."
1779,wxUfHp6aCOKKdh3f_e-QAw,Hazel M.,16/11/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"As I was passing one fine morning, I noticed that   brunch menu included a full grill, which   posh for 'Ir h breakfast'. In I popped   sat alone at a nice table for four   spread out my newspaper. Service was very prompt   friendly   reflective of   pretty pinkness of   cafe,   really makes me think of   dolls' houses my friends had when I was l tle.

  grill was tasty enough,   sausage was divine, although   rashers were a l tle salty. Tea   extra   comes made from tea leaves   w h only a cup   a half in   l tle pot.   came   about €. which   defin ely brunch prices ra r than breakfast prices but pretty much filled me up for   day."
1780,MebKnQHxiirjTe92QZ-S0A,Grace W.,4/3/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"  Bakehouse had   most delicious breakfast, fantastic service,   a cute   quaint l tle bakeshop atmosphere.   pancakes were   die for,     variety of sausages   puddings were delicious. Prices were very reasonable for what    ,     location   very central. I will defin ely   returning next time I'm in Dublin!"
1781,mwf05i9b_1uVyLADHttn4Q,Daragh Q.,27/9/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Excellent, friendly service   tasty, substantial meals.   Bakehouse serves    st pancakes   fry in Dublin in my experience.   only complaint I       drinks,   tea comes in a tiny pot    ir orange juice   so full of b s that  's difficult or drink."
1782,KPGhwIDWe-S4q_cpcDB-jw,Jenny C.,29/4/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Came here twice in   two days I was in Dublin! Great, friendly staff.   Ir h breakfast here   wonderful   comes w h Ir h bacon, black   wh e pudding,   sausage.   was filling enough for two people   sh . I defin ely recommend   espresso drinks   pastries as well,     bread here   some of    st I've had anywhere. We   came for lunch (corned  ef s wich   smoked salmon salad) which was equally yummy although my only complaint would   that   s wich seemed skimpy on   meat   but may  that's just cuz I'm a fat American."
1783,n-jIgnMx69gnkJKXwE7LGw,Rashel W.,30/6/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"We came here for a late lunch & coffee   he ordered a chicken & ve able pie, while I got   baked pota  w h chicken.   music swung from classic rock   classic oldies (both genres I happen   like), & seemed   f    retro feel of   decor.

When   food arrived soon after (good service), oh man,   was so delicious. H  pie had a lovely, flaky  p that covered   lovely filling  neath. My baked pota  was cr p   gooey in all   right places, & we were both impressed w h our side salads (something that   commonly overlooked an unloved)    se were fresh & flavorful. We were pretty full afterward, but wanted   try some of  ir lovely cupcakes ( cause we're glut ns w h overpowering sweetness cravings)   mine was vanilla; h  was chocolate.

Really,   only things that I w h   had would   more comfortable seating & slightly less b ter lattes. Th  will not, however, keep me from   rest of  ir w s. Defin e recommend for lunch!"
1784,RR5WHTKIE4pqbCThDk3U9A,Jennifer C.,14/2/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I love th  place!   staff   great craic,   food   AWESOME! I love  ir omelettes     orange juice   delicious.  We went  re for my girlfriends birthday breakfast   we got a free (delicious) cupcake. Would recommend %"
1785,jhTuRtN54lorLoaBH_94EA,Scott M.,13/9/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Lovely l tle place. We had   cottle   a leek   chicken soup, both w h brown bread. We    ok away some frosted muffins (cupcakes) for a treat later.   was quiet when we were  re, just at   turn from breakfast (served until )   lunch. Almost all   patrons were American  ur ts, but that may   more a reflection of   time of day ra r than   type of place.

  cottle was lovely, w h big chunks of sausage   bacon as well as lots of onion   celery.   chicken soup was creamy w h plenty of chicken in big pieces, clearly from a roasted chicken. W h   green leeks in   creamy soup   made a tasty looking soup, which   was.

Just a wonderful place   come for soup or comfort food on a blustery or rainy day (  on any Dublin day   can usually fine one or both)."
1786,3BAhTWincBvbZTG70yf-gA,Terence G.,8/5/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"  food   pretty basic   overpriced.
Stews come w h almost no meat.
 y make  ir own chutneys for   s wiches which just tastes of cinnamon   require scraping off   make   s wich  arable.
Salads   ok
  staff   pleasant."
1787,hHn_rd_dDM55JqpBD1Dw5w,Craig S.,21/12/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Went  re for breakfast. Had   smoked Ir h salmon   scrambled eggs, which was delicious.   portions were qu e large     would   good   sh . Defin ely will come back on my next trip   Dublin."
1788,KCwktkVNxKmyTk8C9qjnhA,Michelle M.,19/10/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Delicious pancakes   really friendly staff.   fry  , in my opinion, a l tle overpriced but still tasty   probably st ard Dublin prices! Defin ely would return."
1789,daa-xlnlatkHfCClFUcirw,Kim A.,11/6/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Fabulous location, right on   Main Street right in   middle of  ur tville   locals go  re as well. We went in for a later brunch,  (breakfast ends at noon)    re were plenty of seats both outside   in. We chose   eat in  cause   looked like rain...cute 's diner feel w h an emphas  on pink.   wa  staff   super friendly   attentive.   food was    st breakfast we've had in dublin!! I got   grill which   a trad ional full ir h breakfast w hout    ans   he got   porridge. We   got a couple of cups of coffee   all in all everything was delicious. We actually   going back  day   eat!!!"
1790,HelE4FuWuiX75cQ-hO1CSA,VegMaster F.,9/2/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Would fly back over from Bos n just for th  breakfast! WOW so yum! I had   smoked salmon   scrambled eggs w h soda bread. I've never seen a plate of eggs th  massive   easily could   sh d   w h   o r people! Very tasty   savory.   wa ress was extremely attentive   friendly,   we felt right at home."
1791,pmZtp164z2tJI5NNd2Yb0A,Brendan T.,4/11/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Breakfast/brunch   usually a tense negotiation w h my o r half    at that hour, I'm a man of simple tastes, whereas she   much more adventurous. Thankfully,   Bakehouse seems   su  us both.

I had a fry up,   a black coffee.   fry was   perfect balance;   greasy comfort food I love, but made w h decent qual y ingredients.   portion was sat fying, w hout  ing so large as   require a nap afterwards.

My o r half had pancakes, which looked great.   on   menu were pota  farls, coddle   o r trad ional f     which I'll certainly   back   try."
1792,gABWuEBJHqnbQPARfWK8-g,Logan J.,9/7/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"A solid three stars. Very tasty, simple s wiches. Flavorful soups. We had   roast  ef s wich   cheese s wich,   chicken   leek soup     daily soup, a ve able num r. All were seasoned well   at a good temp. Service was fine."
1793,wz_zNZZht5Tib7eD93-Ayw,Jane C.,12/12/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"  . mimosas at brunch last Saturday went down a treat! My boyfriend   I sh d   smoked salmon & scrambled eggs      rry pancakes. Delicious!! I love everything about th  place:   funky, vintage decor,   lovely staff,     food, homey Ir h cooking w h a modern tw t. Only downside   that if   go during peak hours,   may   asked   sh  a four  p   awkwardly pretend that      r companion   some semblance of privacy. O rw e though, a solid pick!"
1794,IwXeSyuj_f-_AbioB_OOcg,Matt P.,30/7/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Got brunch here  day   absolutely loved   bacon buttie   while   was intimidating   eat as a s wich   eggs were perfectly cooked   facil ate doing just that! I   hear that   omelettes   pretty good  o.
1795,G9YxbYGfDuVqAOcDeIbWzA,Raksha M.,15/1/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Came here twice during my three day stay on Dublin!  st pancakes   bacon but n s wich I   ever had.
1796,dfHQxcYoKX_Q8UMO0L_X7w,Natasha A.,1/3/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I'm in love w h   Bakehouse. Good service, cons tently delicious home made f  & a relaxed environment. I love   rolling pins on   wall. I   sw ched   decaf    's difficult     a decaf Americano that actually tastes of real coffee...  Bakehouse nailed  . My favour e brunch     pancakes w h blue rry compote, banana   maple syrup.     scrumptious   keeps   full for ages  cause   pancakes     thick American style. I've   tried  ir (monster) sausage s wich. I was unable   fin h   all....but  's a winner! Th    my go   place for brunch,   I highly recommend  ."
1797,xfMqyfthit8ZnA_T9JqMxg,Natalie M.,23/9/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Went here on Saturday at about  .   was very busy   myself   my partner had   wa  a couple of minutes     seated. We were greeted w h a smile   brought   our table. Our order was taken almost straight away.   was qu e a clammy day on Saturday so I was pleased that  y had  ir a/c on. We both ordered pancakes   I got an americano w h mine. My coffee was brought  fore   pancakes    cause of   a/c   soon went cold   I had   drink    fore my food arrived.
In future if ask for       brought w h   food.
I  n ordered orange juice   had   ask for   twice as   seemed  y forgot about  .   wa ress brought   straight away, apolog ed    ld me I wouldn't   charged for  . That's excellent cus mer service.
  pancakes were delicious, I had  m w h bacon   maple syrup.   portion size was generous. Just a note that  re was cinnamon in   pancakes    y were darker in colour than   pho s people   put up on here. Not sure if  y changed  ir recipe or what.. I love cinnamon but I know a few people who don't.   menu doesn't mention anything about  m having cinnamon in  m ei r.

All in all I really enjoyed what I got, I couldn't fin h   portion size,   surroundings were pleasant,   restaurant was busy     service was very very friendly which makes a huge difference."
1798,I7lFT93wu6D25fWVXRUsDw,Smith P.,18/4/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"We found th  place right after we got off   bus.   was a l tle pass noon.   was a cute l tle spot about  or so tables. When enter   rest we were greeted   seated right away. Our wa er, she gave us a few minutes   look over  m menu    n came back   ask what did we like. We ask what     differences in   menu since  s our first time here   Dublin, Irel . She's  ld us what each type of food was    y all sounded yummy! I went w h    ef   Guinness pie!    ok about a few ,minutes for all our food   come out. When my food arrive  s looked so good   tasted good  o!   was basically mash pota    a  ef stew w h a bread inside.   was fulfilling. Our wa er was our sever as well. She was great   very nice. Well def   back once in  wn!"
1799,JfJ2S-kceNPQaPDtBN30ew,Jeff W.,11/6/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"I can't really give a rating per say  cause I could never   in.  's says breakfast, but   was closed all  times I tried   s p in. I was on vacation   I tried  tween am am. Not open   no sign for ours. Sorry, may  next time."
1800,XE55plMSeYTGb0rvbxwrdQ,Dylan C.,19/6/2016,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Went in  day for brunch. Coffee was really nice as well as   pancakes.   size of   pancakes were pretty big   I guess   will   a b   o much for asian guys. Next time will sh   m w h my friends   order something esle. Overall experience was pretty good. Nice staff as well.
1801,qU40N4zauV6EXkza_IfUhA,Ej S.,2/4/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"i absolutely love th  place.

  food   tasty, full of flavor, fresh, original   filling.
  staff     nicest ive ever met,  y treat   like an old friend.   extremely accommodating of food in lerance's   very professional yet friendly.
  decor   so pretty.  s retro   fun while    ing spotlessly clean   functional.

 y   great for private parties   i wouldn't hes ate   recommend  m   my family   friends. in fact i already  , many times   each of  m   loved    o."
1802,wiUxVaNsd29XUPAjyl5tJw,Richard M.,1/4/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"A great spot for breakfast or lunch.   interior   very nicely decorated     staff   very friendly. I can't really recommend one thing on   menu  cause   all tastes so good.   sausage s wich   a favour e along w h   salmon, cream cheese   scrambled egg.  ir baked pota es w h    ppings   class  .  y   sell some really nice cupcakes at   counter.   can't really go wrong here!"
1803,KZpc80g-5J5JKBjELcSu2A,Steve B.,11/10/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Cute, cozy restaurant right on   river. S pped in while walking along   Liffy,   was delighted   see breakfast options  yond   usual sausage/bacon   eggs I'd  en eating for   past week.  p notch coffee alongside pancakes = everyone should go if  're around"
1804,sGNoE2vz-x63bZ9RNE1ZHQ,Tiara R.,16/12/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Such a cute   quaint place!   hot chocolate was tasty     Ir h breakfast was qu e filling!
1805,_bNBGG69myVqTnRmh1XPag,Chen C.,21/2/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Th  place   great from  ginning   end.  Very friendly staff, I loved th  place  fore I even got my food.  I got   Ir h breakfast,   was very au ntic, everything cooked perfectly     price   amazing.  Th  place left me speechless, hence   short review."
1806,iDDp7BUIxcNScVmlBwoEeg,Chris A.,17/2/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,Walked by th  place. Had   give   a try. Extremely good almost addictive pastries.  W h a deal like  for  euros u can't go wrong.
1807,OPfwaLxS0OoXBcI2ydAbjA,Alan J.,18/12/2015,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Food I thought was nice, nothing   wr e home about. I had   soup   my girlfriend had a s wich,   soup was ok   her s wich was actually qu e good. I would recommend as a passer by but wouldn't go  o far out of my way   v     bakehouse."
1808,dOjPzauLIFeerdBvH9UjJg,Wasp K.,16/10/2017,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"staff here   really helpful   cheerful   just lovely. foodw e I   only ever gotten   chicken s wich,    s just so good!!   bread     thickest sliced wh e bread     has th  mustard mayonna e sauce. nom nom nom.... o r things on   menu look good but as soon as i step in   door i just start thinking about   chicken s wich!!"
1809,su6vLl3Okk94l92_br7kLQ,Kai M.,30/10/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"fantastic breakfast, somewhat loud location but really recommended place for a very good Ir h breakfast"
1810,Sl6Bl92UBBPMP9KZLzr6Jg,Anna C.,21/9/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,  picnic plate was amazing.   fed two of us comfortably. I'll defin ely   back   try   cakes.
1811,uY7fRzlXHQS-AfvvCv5ypw,Luke K.,1/9/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,After reading   reviews had high expectations. I had   full breakfast     was good but not great.   cup of tea was great as  y used fresh tea.
1812,un9BMvxBIjFIFNfVlwbr2w,Sarah O.,1/12/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"What a cute l tle place for lunch when shopping on that side of   Liffey! Always difficult   find a nice place   eat around that  a. Au rgine   garlic soup was delicious, served on a wooden board in a huge bowl, w h a cute l tle turnover. I   tasted a corn  ef s wich which was one of   nicer s wiches I'd had in a while!"
1813,b-hLHYQJua5gDCS_luKZPw,Brendan S.,1/10/2014,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"""That's not a pie, that's a pie."" If   want  ef stew w h a pastry hat, by all means please do come here.    pastry hat   laminated   cr p, but  's just a hat.  As for   stew, I'm not convinced  re's much guinness in   gravy.  But I can happily report plenty of meat, w h melting fibres.    mash had great texture, but heavy h ed w h   salt  day.  Shame.    warm staff greetings seduced indec ive me in  an unexpected side order of salad (  must choose mash or salad, but when  y offer ""a l tle of both""  y will charge   for   extra).    jam jar juice craze   taken   ano r level here, w h lids pierced   hold  r straw.     s on many wicks, but not mine: I love upcycled jam jars.  Really interesting mix of cus mers: as many l tle old ladies as wanna  hipsters.  I guess  y cannot all   wrong.  I'l     come back w hout my pie goggles on."
1814,uVwgEF0SPFGakwpFEqkY6w,Pam H.,29/3/2013,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Awesome place for breakfast...we ate  re two days of our three days in Dublin. Farls   coddle were fabulous, wonderful comfort food. I highly recommend taking some of  ir cupcakes   go. Mmmm. Two women working   front were from Eastern Europe which   very usual in Dublin,   were very friendly. Cute, clean,   quaint location, in centralized location for shopping   views of   Liffey."
1815,tV3w9Z_1vKbXUjv6COcCYw,Adrian D.,22/12/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,I   always  en a fan of   Bakehouse. Nice simple   tasty menu. Even when full I seem   buy muffins   take away.
1816,h_BOMLdCoxgYUuvISd-b2w,Elyssa K.,24/12/2012,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"On   second day of our four day trip in Dublin, we found   Bakehouse by chance   walked in.   next two mornings (three in  tal), we made sure   return for breakfast/brunch.

As a group of chefs/restaurant people, we all agreed that  re was nothing in   Bakehouse that was not cute   completely adorable from   decor     staff     baked goods.

Plus,   food was delicious. I would personally recommend   pota  farl w h mushrooms   I added a fried egg on  p! O r favor es:   homemade soda bread   bakehouse bread, cupcakes, all omelettes, coffee drinks,   chr tmas salad."
1817,4QNjCxAKBexQpUt3pD6IfA,James H.,7/12/2011,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,"Yumderful! Okay may  that's not a word(though   should  ), but I was fortunate enough   attend a Yelp event at   Bakehouse   Yumderful      st way   descri    yummy   wonderful food/space/event. First,   host/owner Joanne welcomed us at   door   she was so warm   engaging,   was clear from   first moment that th  would   a l tle slice of comfort food heaven   that   exactly what   was. A glass of fizzy drink followed by a  ef   guiness pie  followed by a yummy plate of open faced s wich samplers   corned  ef, turkey w h stuffing   pork  lly w h a bowl of   most delicious spuds I   ever come across   I really wanted   dive in, but I did not want   embarrass my  year old . Finally, we enjoyed a dessert plate w h delicious apple tart, fantastic carrot cake, lemon   straw rry cake chunks wrapped in coconut as well as a straw rry   cream creation w h layers of thin pastry. I   walked by th  spot many times,   thought ""that place looks good (  busy)I must go in     some cakes or cookies"", but I never did . L tle did I know   excellent comfort food that awa ed. Thank   Yelp for  ting me inside   opening my eyes     many treats that lie w hin      absolutely worth a v  ."
